feature_id,rt,mz_measured,mz_calculated,mz_error(ppm),mol_formula,smiles,adduct,primary_annotated_name,structure_annotated_name,rt_score,mz_score,spec_score,total_score,fragments_ion_detection_level,fragments_spectrum_detection_level,datafile:neg_FRN1.mzML:area,datafile:neg_FRN2.mzML:area,datafile:neg_FRN3.mzML:area,datafile:neg_FRN4.mzML:area,datafile:neg_FRN5.mzML:area,datafile:neg_HFO1.mzML:area,datafile:neg_HFO2.mzML:area,datafile:neg_HFO3.mzML:area,datafile:neg_HFO4.mzML:area,datafile:neg_HFO5.mzML:area
P1086,2.457,540.30686,540.30606,1.480642286,C26H48NO7P,CCC=CCC=CCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 18:3,"LPC 18:3(9,12,15)",0.196,0.769534,0.032201434,0.122314547,Some,Some,893.3701657,874.7960177,620.4473518,0,710.196737,1962.251122,1923.291592,1844.413023,1096.267873,1585.707465
P1086,2.457,540.30686,540.30606,1.480642286,C26H48NO7P,CCCCCC=CCC=CCC=CCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 18:3,"LPC 18:3(6,9,12)",0.314,0.5448525,0.025011695,0.105894606,Some,Some,4496.629834,6165.203982,3009.552648,0,3429.803263,13537.74888,13176.70841,9455.586977,6933.732127,8134.292535
P1156,2.587,516.30625,516.30606,0.36799878,C24H48NO7P,CCCCCCCCC=CCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 16:1,LPC 16:1(7),0.916,0.86839,0.028870681,0.201535545,Some,Some,3724.384425,4198.040712,3118.276713,2218.525766,2282.846793,0,2434.366197,2550,0,2177.099768
P1156,2.587,516.30625,516.30606,0.36799878,C24H48NO7P,CCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 16:1,LPC 16:1(9),0.463,0.925595,0.030881785,0.163564928,All,Some,5205.615575,5421.959288,4151.723287,3151.474234,3197.153207,0,2035.633803,2040,0,1942.900232
P1157,2.588,540.30629,540.30606,0.425684657,C26H48NO7P,CCC=CCC=CCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 18:3,"LPC 18:3(9,12,15)",0.458,0.769192,0.033074759,0.149179007,Some,Some,0,0,0,0,0,339.2795489,0,0,0,0
P1157,2.588,540.30629,540.30606,0.425684657,C26H48NO7P,CCCCCC=CCC=CCC=CCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 18:3,"LPC 18:3(6,9,12)",0.435,0.5448525,0.027531302,0.120010291,Some,Some,0,0,0,0,0,2340.720451,0,0,0,0
P1187,2.622,592.32804,592.33736,15.73427683,C30H52NO7P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 22:5,"LPC 22:5(7,10,13,16,19)",0.781555556,0.685236667,0.546928127,0.584221724,Some,Some,4599.67345,6494.427455,5251.117286,0,4618.231922,0,8823.239131,0,0,8643.343653
P1187,2.622,592.32804,592.33736,15.73427683,C30H52NO7P,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 22:5,"LPC 22:5(4,7,10,13,16)",0.852666667,0.850731667,0,0.170339833,All,None,1940.32655,2665.572545,2438.882714,0,1971.768078,0,4176.760869,0,0,4256.656347
P1217,2.628,590.32151,590.32171,0.338798314,C30H50NO7P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 22:6,"LPC 22:6(4,7,10,13,16,19)",0.880444444,0.84989,0.007557568,0.179079499,All,Some,107000,166000,128000,98100,101000,381000,260000,239000,196000,233000
P1267,2.684,398.32651,398.32649,0.050210068,C23H44NO4,CCCCCCCCC=CCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 16:1,CAR 16:1(7),0.851,0.79574,0.007015734,0.170286587,All,All,9429.485655,0,9884.742286,0,0,0,0,0,0,0
P1267,2.684,398.32651,398.32649,0.050210068,C23H44NO4,CCCCCCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 16:1,CAR 16:1(9),0.56,0.459765,0.002554671,0.104020236,All,Some,230.5143449,0,215.2577136,0,0,0,0,0,0,0
P1298,2.733,526.29269,526.29282,0.24701078,C27H44NO7P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)(O)OCCN,[M+H]+,LPE 22:6,"LPE 22:6(4,7,10,13,16,19)",0.919555556,0.801175556,0.001218844,0.173048186,All,Some,1040000,1750000,1140000,956000,930000,3340000,2160000,1780000,1740000,1770000
P1334,2.741,516.306,516.30606,0.116210141,C24H48NO7P,CCCCCCCCC=CCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 16:1,LPC 16:1(7),0.98,0.86831,0.033100279,0.211311223,Some,Some,0,0,0,0,0,0,1070.131181,0,0,0
P1334,2.741,516.306,516.30606,0.116210141,C24H48NO7P,CCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 16:1,LPC 16:1(9),0.771,0.925345,0.036107725,0.19852068,All,Some,7325.811778,10806.81173,5347.826087,0,4813.953488,0,0,0,6993.406593,7733.076181
P1334,2.741,516.306,516.30606,0.116210141,C24H48NO7P,CCCCCCCCCC=CCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 16:1,LPC 16:1(6),0.666,0.89078,0,0.155678,Some,None,38574.18822,55993.18827,31552.17391,28400,29686.04651,68000,49429.86882,41000,27406.59341,28066.92382
P1353,2.745,566.32139,566.32171,0.565049855,C28H50NO7P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 20:4,"LPC 20:4(8,11,14,17)",0.839142857,0.904374286,0.013769626,0.185367415,All,Some,42456.37202,44746.54446,37717.56212,34818.11373,41243.32649,61531.55826,57691.45097,69366.50448,55788.06876,63487.71462
P1353,2.745,566.32139,566.32171,0.565049855,C28H50NO7P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 20:4,"LPC 20:4(5,8,11,14)",0.874,0.7591825,0.004992055,0.167311894,All,Some,125543.628,147253.4555,126282.4379,107181.8863,111756.6735,249468.4417,201308.549,200633.4955,166211.9312,208512.2854
P1457,2.821,448.34195,448.34214,0.423783497,C27H46NO4,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 20:4,"CAR 20:4(8,11,14,17)",0.816285714,0.917051429,0.007051087,0.178974583,All,Some,6893.139816,9066.021263,12082.90272,6252.260073,13041.57746,14854.08607,18847.23681,10760.87272,12522.47896,13896.64481
P1457,2.821,448.34195,448.34214,0.423783497,C27H46NO4,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 20:4,"CAR 20:4(5,8,11,14)",0.778571429,0.834504286,0.003386821,0.164017028,All,Some,8706.860184,11833.97874,6917.097279,11647.73993,5958.422545,19245.91393,13052.76319,14639.12728,15977.52104,17503.35519
P1506,2.858,532.38423,532.37615,15.17723888,C28H54NO6P,CCCCCCCCC=CCC=CCC=CCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,LPC O-20:3,"LPC O-20:3(5,8,11)",0.6752,0.901074,0.044447177,0.193185141,All,Some,0,0,0,0,1428.962056,2004.716272,0,293.9874932,171.5032118,0
P1506,2.858,532.38423,532.37615,15.17723888,C28H54NO6P,CCC=CCC=CCC=CCCCCCCCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,LPC O-20:3,"LPC O-20:3(11,14,17)",0.756,0.783723333,0,0.153972333,All,Some,21900,24300,21153.32638,22000,18471.03794,19222.9425,23700,20553.36842,21926.45662,23417.3423
P1506,2.858,532.38423,532.37615,15.17723888,C28H54NO6P,CCCCCC=CCC=CCC=CCCCCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,LPC O-20:3,"LPC O-20:3(8,11,14)",0.533,0.899525,0,0.1432525,All,None,0,0,446.6736202,0,0,7072.341225,0,1452.644084,402.0401701,2482.657699
P1513,2.86,502.29268,502.29282,0.278721882,C25H44NO7P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M+H]+,LPE 20:4,"LPE 20:4(8,11,14,17)",0.886857143,0.889958571,0.037003975,0.207284751,All,Some,995867.3988,1677238.063,1106890.577,967877.4852,793145.8869,1837315.761,1603045.26,1668231.961,1304375.958,1630269.555
P1513,2.86,502.29268,502.29282,0.278721882,C25H44NO7P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M+H]+,LPE 20:4,"LPE 20:4(5,8,11,14)",0.99175,0.865215,0.009427533,0.193238527,All,Some,364132.6012,152761.9375,143109.4229,162122.5148,316854.1131,1112684.239,516954.7405,321768.0393,535624.042,289730.4448
P1520,2.861,504.29866,504.30847,19.45238001,C25H46NO7P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M+H]+,LPE 20:3,"LPE 20:3(8,11,14)",0.846,0.84688,0.161403101,0.298410481,All,All,13559.69517,21500.41977,16208.12686,12512.72216,9826.440488,31547.84145,21262.35539,25624.60535,14911.45116,21615.07898
P1520,2.861,504.29866,504.30847,19.45238001,C25H46NO7P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M+H]+,LPE 20:3,"LPE 20:3(11,14,17)",0.6945,0.9077025,0.082957349,0.226586129,All,Some,36752.9777,57972.19016,37767.01354,32584.47549,29278.32609,65446.85685,60901.55578,64936.32919,46888.7093,58558.93013
P1520,2.861,504.29866,504.30847,19.45238001,C25H46NO7P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M+H]+,LPE 20:3,"LPE 20:3(5,8,11)",0.991333333,0.830591667,0,0.1821925,All,None,12487.32712,9027.390072,8924.859597,8502.802348,13995.23342,42005.30169,17836.08883,4439.06546,30099.83954,17225.99089
P1524,2.863,516.30689,516.30606,1.607573616,C24H48NO7P,CCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 16:1,LPC 16:1(9),0.985,0.926235,0.030801691,0.215764853,All,Some,0,0,0,0,0,0,0,0,0,0
P1524,2.863,516.30689,516.30606,1.607573616,C24H48NO7P,CCCCCCCCC=CCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 16:1,LPC 16:1(7),0.736,0.8692,0.033443556,0.187274845,Some,Some,290.4788112,0,0,0,0,0,0,0,703.4065934,0
P1524,2.863,516.30689,516.30606,1.607573616,C24H48NO7P,CCCCCCCCCC=CCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 16:1,LPC 16:1(6),0.91,0.89167,0,0.180167,Some,None,1529.521189,0,0,0,0,0,0,0,2756.593407,0
P1526,2.864,566.32154,566.32171,0.300182735,C28H50NO7P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 20:4,"LPC 20:4(8,11,14,17)",0.8915,0.89989625,0.016160462,0.192067995,All,Some,16811.46088,0,18591.18065,10715.62344,13137.18282,26766.57296,21874.7138,24568.06287,23324.49799,0
P1526,2.864,566.32154,566.32171,0.300182735,C28H50NO7P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 20:4,"LPC 20:4(5,8,11,14)",0.91525,0.75938875,0.004861982,0.171353461,All,Some,11288.53912,0,8608.819346,6384.376556,8562.817176,27333.42704,18325.2862,18531.93713,17575.50201,0
P1568,2.887,424.34203,424.34214,0.259224785,C25H46NO4,CCCCCC=CCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 18:2,"CAR 18:2(9,12)",0.525333333,0.864113333,0.182542849,0.284978946,All,All,292.4632353,439.9836921,290.2208202,249.1223369,291.6099931,753.7604457,627.7069267,502.3185304,535.4867342,472.592362
P1568,2.887,424.34203,424.34214,0.259224785,C25H46NO4,CCCCCCCCC=CCC=CCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 18:2,"CAR 18:2(6,9)",0.863333333,0.936813333,0,0.180014667,All,None,9597.536765,9300.016308,9709.77918,10950.87766,9368.390007,14846.23955,15672.29307,12597.68147,13764.51327,11927.40764
P1595,2.926,478.29301,478.29282,0.397246189,C23H44NO7P,CCCCCC=CCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M+H]+,LPE 18:2,"LPE 18:2(9,12)",0.944666667,0.724606667,0,0.166927333,All,None,81153.01205,79904.16667,50050.37037,0,46842.22474,0,149762.2821,0,0,53901.81818
P1595,2.926,478.29301,478.29282,0.397246189,C23H44NO7P,CCCCCCCCC=CCC=CCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M+H]+,LPE 18:2,"LPE 18:2(6,9)",0.6965,0.6999025,0,0.13964025,All,None,111846.988,174095.8333,113949.6296,142000,105157.7753,377000,130237.7179,270000,223000,189098.1818
P1683,2.976,528.30864,528.30847,0.321781704,C27H46NO7P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M+H]+,LPE 22:5,"LPE 22:5(7,10,13,16,19)",0.754,0.881751667,0,0.163575167,All,Some,18239.14625,26313.34237,17500,13519.53229,13800,45723.40387,28056.72103,23848.29991,24773.39321,22549.21627
P1683,2.976,528.30864,528.30847,0.321781704,C27H46NO7P,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)(O)OCCN,[M+H]+,LPE 22:5,"LPE 22:5(4,7,10,13,16)",0.842533333,0.730578,0.000766954,0.157924696,All,Some,560.8537473,2386.657632,0,380.4677119,0,2976.596133,5543.27897,4351.700087,926.6067873,3450.783732
P1705,3.002,516.30766,516.30606,3.098937092,C24H48NO7P,CCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 16:1,LPC 16:1(9),0.819,0.92695,0.055942952,0.219349362,All,Some,0,0,0,0,0,0,0,0,0,0
P1705,3.002,516.30766,516.30606,3.098937092,C24H48NO7P,CCCCCCCCCC=CCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 16:1,LPC 16:1(6),0.812,0.89244,0,0.170444,Some,None,0,0,0,0,0,0,0,0,0,0
P1705,3.002,516.30766,516.30606,3.098937092,C24H48NO7P,CCCCCCCCC=CCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 16:1,LPC 16:1(7),0.766,0.86963,0,0.163563,Some,None,0,1390,0,0,0,0,0,0,0,0
P1726,3.032,566.32129,566.32171,0.741627935,C28H50NO7P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 20:4,"LPC 20:4(8,11,14,17)",0.675,0.79998,0.095722287,0.224075829,All,Some,0,0,0,0,0,0,260.6894084,0,0,0
P1726,3.032,566.32129,566.32171,0.741627935,C28H50NO7P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 20:4,"LPC 20:4(5,8,11,14)",0.7115,0.7262075,0.018503706,0.158573715,All,Some,0,0,0,0,0,0,177.3105916,0,0,0
P1753,3.063,478.29321,478.29282,0.815400072,C23H44NO7P,CCCCCC=CCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M+H]+,LPE 18:2,"LPE 18:2(9,12)",0.866,0.724716667,0,0.159071667,All,None,75578.1457,83622.24939,45343.81503,0,34649.01961,0,101250,0,0,0
P1753,3.063,478.29321,478.29282,0.815400072,C23H44NO7P,CCCCCCCCC=CCC=CCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M+H]+,LPE 18:2,"LPE 18:2(6,9)",0.656666667,0.612143333,0,0.126881,All,None,33421.8543,67377.75061,49856.18497,76100,55550.98039,210000,57750,134000,122000,118000
P1785,3.076,568.33822,568.33736,1.51318576,C28H52NO7P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 20:3,"LPC 20:3(11,14,17)",0.240666667,0.936536667,0.147178933,0.23546348,All,All,13383.38007,17104.46038,8935.524652,10792.45182,7610.9077,10120.06272,8645.770434,7011.565469,8870.768655,10775.30782
P1785,3.076,568.33822,568.33736,1.51318576,C28H52NO7P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 20:3,"LPC 20:3(8,11,14)",0.7856,0.876078,0.05744818,0.212126344,All,Some,17963.98165,31705.829,26754.31943,15609.10064,15301.38259,16281.92339,12611.75825,16539.28129,11598.37915,20662.54082
P1785,3.076,568.33822,568.33736,1.51318576,C28H52NO7P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 20:3,"LPC 20:3(5,8,11)",0.6576,0.803522,0.008808176,0.153158741,All,Some,7352.638287,1789.710611,1510.155921,3098.447537,5087.709711,13698.01389,3942.471318,5549.153242,3730.852191,562.1513613
P1805,3.097,528.3085,528.30847,0.056785007,C27H46NO7P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M+H]+,LPE 22:5,"LPE 22:5(7,10,13,16,19)",0.919555556,0.863431111,0.004045911,0.181535395,All,Some,2223.73963,1181.707943,272.3536319,0,1321.613309,4715.565854,2705.897964,0,2442.987798,2595.871486
P1805,3.097,528.3085,528.30847,0.056785007,C27H46NO7P,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)(O)OCCN,[M+H]+,LPE 22:5,"LPE 22:5(4,7,10,13,16)",0.774588235,0.750911176,0.000355646,0.152834458,All,Some,806.26037,2228.292057,1637.646368,0,548.3866906,1074.434146,604.1020357,0,1377.012202,1594.128514
P1819,3.114,592.33803,592.33736,1.131112176,C30H52NO7P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 22:5,"LPC 22:5(7,10,13,16,19)",0.701714286,0.85273,0.02049463,0.171840133,Some,Some,0,4367.649959,4842.123563,2888.427462,3653.997326,7073.41611,3641.151025,3108.18368,3657.3192,4283.951232
P1819,3.114,592.33803,592.33736,1.131112176,C30H52NO7P,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 22:5,"LPC 22:5(4,7,10,13,16)",0.724615385,0.773953846,0.005159357,0.153984409,All,Some,0,522.3500411,787.8764368,791.5725377,46.0026738,1406.58389,758.848975,421.8163196,542.6807997,266.0487684
P1867,3.203,504.30865,504.30847,0.356924404,C25H46NO7P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M+H]+,LPE 20:3,"LPE 20:3(8,11,14)",0.8164,0.849398,0.026975765,0.188160412,All,Some,11575.58417,39449.94869,16069.87327,10722.39658,5841.232227,6635.393939,2589.386401,5775.189647,3141.171717,2906.824147
P1867,3.203,504.30865,504.30847,0.356924404,C25H46NO7P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M+H]+,LPE 20:3,"LPE 20:3(11,14,17)",0.868,0.938446,0.007243797,0.186439637,All,Some,10284.13261,17513.2119,7950.864055,10550.64194,11528.43602,7407.333333,13118.73964,13907.0058,7116.282828,8143.044619
P1867,3.203,504.30865,504.30847,0.356924404,C25H46NO7P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M+H]+,LPE 20:3,"LPE 20:3(5,8,11)",0.615333333,0.716105,0.01189817,0.142662369,All,Some,23940.28322,7136.839405,17679.26267,13126.96148,16130.33175,40157.27273,21291.87396,12917.80455,24142.54545,23950.13123
P1907,3.227,568.33839,568.33736,1.812303875,C28H52NO7P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 20:3,"LPC 20:3(11,14,17)",0.4235,0.898145,0.100400097,0.212484578,All,Some,2726.760563,2621.048923,702.2427725,2044.074028,886.4483299,413.6708738,1296.505653,265.8442127,1464.093546,196.2229965
P1907,3.227,568.33839,568.33736,1.812303875,C28H52NO7P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 20:3,"LPC 20:3(8,11,14)",0.6024,0.875514,0.05744818,0.193749944,All,Some,5129.577465,9563.116569,8007.757228,4579.244717,4051.409186,6889.868949,4684.994861,5671.343205,3424.384295,7023.777003
P1907,3.227,568.33839,568.33736,1.812303875,C28H52NO7P,CCCCCCCCC=CCC=CCC=CCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 20:3,"LPC 20:3(5,8,11)",0.3556,0.803692,0.008808176,0.122975741,All,Some,1943.661972,315.8345078,0,786.6812555,1272.142484,5796.460177,1518.499486,1902.812582,1101.522159,0
P1931,3.242,528.30868,528.30847,0.397495047,C27H46NO7P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M+H]+,LPE 22:5,"LPE 22:5(7,10,13,16,19)",0.8135,0.8809175,0.00425866,0.172848678,All,Some,30154.91518,59273.2726,37728.90381,31932.33548,28104.52817,57719.14452,33622.0122,29113.76817,29905.61875,30722.75529
P1931,3.242,528.30868,528.30847,0.397495047,C27H46NO7P,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)(O)OCCN,[M+H]+,LPE 22:5,"LPE 22:5(4,7,10,13,16)",0.734823529,0.771846471,0.001881582,0.152172265,All,Some,145.0848244,426.7274001,171.0961917,67.66451524,95.471825,280.8554793,77.98779797,86.23183351,94.381252,77.24471083
P1985,3.353,528.30832,528.30847,0.283925034,C27H46NO7P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OCC(O)COP(=O)(O)OCCN,[M+H]+,LPE 22:5,"LPE 22:5(7,10,13,16,19)",0.5595,0.87149625,0.017728959,0.157282792,All,Some,3287.121861,0,0,2648.198873,0,0,3509.713403,0,0,0
P1985,3.353,528.30832,528.30847,0.283925034,C27H46NO7P,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COP(=O)(O)OCCN,[M+H]+,LPE 22:5,"LPE 22:5(4,7,10,13,16)",0.616875,0.758723125,0.005983059,0.142346259,Some,Some,562.8781392,0,0,341.8011274,0,0,360.2865974,0,0,0
P2005,3.396,544.33723,544.33736,0.238822483,C26H52NO7P,CCCCCCC=CCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 18:1,LPC 18:1(11),0.665,0.907635,0.008156684,0.163788847,All,Some,18917.55289,14901.80676,0,12891.62996,15113.94607,3527.379873,1480.868821,3678.2105,3885.707364,1999.159664
P2005,3.396,544.33723,544.33736,0.238822483,C26H52NO7P,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 18:1,LPC 18:1(9),0.375,0.90347,0,0.127847,All,None,32661.52087,41103.69207,0,34828.19383,45258.33575,15805.89302,15825.59384,25669.2137,35094.2345,16198.31933
P2005,3.396,544.33723,544.33736,0.238822483,C26H52NO7P,CCCCCCCCCCCC=CCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 18:1,LPC 18:1(6),0.33,0.870495,0,0.1200495,All,None,39820.92624,31494.50118,0,23080.17621,35627.71818,10366.72711,12393.53734,34152.57579,24420.05814,18402.52101
P2060,3.426,478.32949,478.3292,0.606277016,C24H48NO6P,CCCCCCC=CCC=CCCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,LPC O-16:2,"LPC O-16:2(6,9)",0.685333333,0.861713333,0.029840417,0.178577,Some,Some,25900,0,0,0,0,77000,58400,38500,58100,0
P2079,3.456,544.33702,544.33736,0.624612648,C26H52NO7P,CCCCCCC=CCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 18:1,LPC 18:1(11),0.795,0.895955,0,0.1690955,All,None,0,0,10581.40829,0,0,1889.867841,0,0,0,5758.959944
P2079,3.456,544.33702,544.33736,0.624612648,C26H52NO7P,CCCCCCCCCCCC=CCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 18:1,LPC 18:1(6),0.45,0.870285,0,0.1320285,All,None,0,0,45925.7445,0,0,22411.16006,0,0,0,10178.02764
P2079,3.456,544.33702,544.33736,0.624612648,C26H52NO7P,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 18:1,LPC 18:1(9),0.375,0.90326,0,0.127826,All,None,0,0,30892.8472,0,0,14698.9721,0,0,0,11563.01242
P2086,3.505,426.35772,426.35779,0.164181356,C25H48NO4,CCCCCCCCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 18:1,CAR 18:1(9),0.769,0.795535,0.0210588,0.17330054,All,All,42.3015111,0,0,0,0,0,0,15.32463046,0,50.24290046
P2086,3.505,426.35772,426.35779,0.164181356,C25H48NO4,CCCCCCCCCCCC=CCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 18:1,CAR 18:1(6),0.293,0.989145,0,0.1282145,All,None,41357.69849,34700,44300,37300,33300,30900,29700,26984.67537,39200,33449.7571
P2165,3.59,544.33726,544.33736,0.183709602,C26H52NO7P,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 18:1,LPC 18:1(9),0.99,0.90236,0,0.189236,Some,None,28946.30872,35453.27755,24698.02394,19139.34949,16844.61153,18414.09692,0,0,0,53936.98095
P2165,3.59,544.33726,544.33736,0.183709602,C26H52NO7P,CCCCCCC=CCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+Na]+,LPC 18:1,LPC 18:1(11),0.937,0.896195,0,0.1833195,All,None,95218.12081,161593.4449,107195.1016,91334.50255,95766.91729,218365.1493,166560.8108,116241.7582,133267.0968,95324.86566
