feature_id,rt,mz_measured,mz_calculated,mz_error(ppm),mol_formula,smiles,adduct,primary_annotated_name,structure_annotated_name,rt_score,mz_score,spec_score,total_score,fragments_level,fragments_ms2_spectrum_level,datafile:pos_hela_LG5.mzML:area,datafile:pos_hela_LG2.mzML:area,datafile:pos_hela_LG3.mzML:area,datafile:pos_hela_LG1.mzML:area,datafile:pos_hela_LG6.mzML:area,datafile:pos_hela_S2.mzML:area,datafile:pos_hela_HG2.mzML:area,datafile:pos_hela_LG4.mzML:area,datafile:pos_hela_HG1.mzML:area,datafile:pos_hela_HG4.mzML:area,datafile:pos_hela_HG5.mzML:area,datafile:pos_hela_HG3.mzML:area,datafile:pos_hela_S1.mzML:area,datafile:pos_hela_S3.mzML:area,datafile:pos_hela_HG6.mzML:area,datafile:pos_hela_S4.mzML:area,datafile:pos_hela_S6.mzML:area,datafile:pos_hela_S5.mzML:area,datafile:neg_hela_LG1.mzML:area,datafile:neg_hela_LG5.mzML:area,datafile:neg_hela_HG3.mzML:area,datafile:neg_hela_HG6.mzML:area,datafile:neg_hela_LG2.mzML:area,datafile:neg_hela_LG3.mzML:area,datafile:neg_hela_LG6.mzML:area,datafile:neg_hela_S4.mzML:area,datafile:neg_hela_LG4.mzML:area,datafile:neg_hela_HG1.mzML:area,datafile:neg_hela_HG5.mzML:area,datafile:neg_hela_HG2.mzML:area,datafile:neg_hela_S2.mzML:area,datafile:neg_hela_S1.mzML:area,datafile:neg_hela_HG4.mzML:area,datafile:neg_hela_S3.mzML:area,datafile:neg_hela_S6.mzML:area,datafile:neg_hela_S5.mzML:area
P1795,2.637,398.32633,398.32649,0.40168054099023837,C23H44NO4,CCCCCCCCCC=CCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 16:1,CAR 16:1(6),0.44799999999999995,0.5098099999999874,0.9718352755696864,0.9718352755696864,All,All,0.0,0.0,0.0,0.0,0.0,713.9696467180252,645.6565735648157,0.0,1500.1769891719887,572.8076863018857,2500.2600428103533,430.54836065857234,263.99589069576876,354.25607370841897,569.6565288372225,347.67246214245654,0.0,222.3032171900457,,,,,,,,,,,,,,,,,,
P1795,2.637,398.32633,398.32649,0.40168054099023837,C23H44NO4,CCCCCCCCC=CCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 16:1,CAR 16:1(7),0.4889999999999999,0.7882050000000049,0.9604819484738762,0.9604819484738762,All,All,0.0,0.0,0.0,0.0,0.0,13560.647368752494,27700.200818148012,0.0,24751.784796071217,25220.494355601688,11477.257214576151,25979.526301046786,10736.270317207303,11534.106622151214,19322.070537900756,12743.63432417274,0.0,18080.424506863015,,,,,,,,,,,,,,,,,,
P1795,2.637,398.32633,398.32649,0.40168054099023837,C23H44NO4,CCCCCCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 16:1,CAR 16:1(9),0.05500000000000016,0.8181349999999838,0.9263380932627576,0.9263380932627576,All,All,0.0,0.0,0.0,0.0,0.0,125.38298452948214,254.14260828717389,0.0,248.03821475679825,206.6979580964278,122.48274261349471,289.9253382946423,99.73379209692742,111.63730414036695,208.27293326202613,108.6932136848009,0.0,197.2722759469419,,,,,,,,,,,,,,,,,,
P1852,2.775,448.34207,448.34214,0.15613076208673413,C27H46NO4,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 20:4,"CAR 20:4(8,11,14,17)",0.5703333333333332,0.47175000000000483,0.36833231585450327,0.36833231585450327,Some,Some,0.0,0.0,0.0,0.0,0.0,2293.077557585631,0.0,0.0,0.0,4576.372736599839,0.0,3018.179607962316,0.0,2500.758331207532,0.0,1908.1339642170633,0.0,7527.540546893363,,,,,,,,,,,,,,,,,,
P1852,2.775,448.34207,448.34214,0.15613076208673413,C27H46NO4,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 20:4,"CAR 20:4(5,8,11,14)",0.2960000000000001,0.36202000000002005,0.1312496247876528,0.1312496247876528,Some,Some,0.0,0.0,0.0,0.0,0.0,2736.9224424143695,0.0,0.0,0.0,4233.62726340016,0.0,901.8203920376842,0.0,1899.2416687924679,0.0,1861.8660357829365,0.0,3472.459453106636,,,,,,,,,,,,,,,,,,
P2247,3.434,426.35727,426.35779,1.219632928471941,C25H48NO4,CCCCCCCCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 18:1,CAR 18:1(9),0.1640000000000006,0.7929800000000569,0.9830247533552189,0.9830247533552189,All,All,113.95610579628587,0.0,0.0,139.6809786519549,0.0,753.4556813744631,1012.7431136143622,0.0,1050.1875781575657,913.2535561074733,816.8935148118495,959.5126674197192,668.1818181818182,886.897488119484,901.7005196032122,659.3924616478714,645.0302506482282,907.7834721332479,,,,,,,,,,,,,,,,,,
P2247,3.434,426.35727,426.35779,1.219632928471941,C25H48NO4,CCCCCCC=CCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 18:1,CAR 18:1(11),0.8239999999999998,0.8201000000000249,0.9272503626098089,0.9272503626098089,All,Some,7986.0438942037135,0.0,0.0,9730.319021348047,0.0,52846.544318625536,69587.25688638563,0.0,63549.81242184244,62286.74644389252,52883.10648518815,60340.48733258028,43431.81818181818,55913.10251188051,55798.29948039679,48140.607538352124,43254.96974935177,59392.21652786675,,,,,,,,,,,,,,,,,,
P3047,4.187,454.3887,454.38909,0.8582952553691952,C27H52NO4,CCCCCCC=CCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,[M]+,CAR 20:1,CAR 20:1(13),0.6920000000000002,0.55111500000001,0.307565892021212,0.307565892021212,All,Some,0.0,0.0,0.0,0.0,0.0,5530.0,9340.0,0.0,11200.0,0.0,0.0,0.0,0.0,6600.0,14500.0,4650.0,4450.0,6570.0,,,,,,,,,,,,,,,,,,
P3363,4.414,508.37611,508.37615,0.07868189727762906,C26H54NO6P,CCCCCCCCC=CCCCCCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,LPC O-18:1,LPC O-18:1(9),0.4499999999999993,0.7741300000000138,0.9881554643230811,0.9881554643230811,All,Some,0.0,0.0,0.0,0.0,0.0,17390.16393442623,19800.0,0.0,22400.0,17800.0,14500.0,0.0,16600.0,18600.0,0.0,15156.677524429968,0.0,19129.245747415633,,,,,,,,,,,,,,,,,,
P3363,4.414,508.37611,508.37615,0.07868189727762906,C26H54NO6P,CCCCCCCCCCCC=CCCCCCOCC(O)COP(=O)([O-])OCC[N+](C)(C)C,[M+H]+,LPC O-18:1,LPC O-18:1(6),0.5249999999999995,0.44836499999999546,0.44333149605904504,0.44333149605904504,All,Some,0.0,0.0,0.0,0.0,0.0,609.8360655737705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.3224755700326,0.0,970.7542525843681,,,,,,,,,,,,,,,,,,
