work_dir,rt_weight,precursor_mz_weight,spec_weight,spec_sim_type,feature_id,top1_score,top2_avg_score,top3_avg_score,top1_gap,top1_margin,top2_margin,top3_margin,H_norm
example/hyperparams_opt/Hela/spec_similarity_type_ModifiedCosine,0.0,0.0,1.0,ModifiedCosine,N10193,0.3801680332722615,,,,,,,
example/hyperparams_opt/Hela/spec_similarity_type_ModifiedCosine,0.0,0.0,1.0,ModifiedCosine,N10231,0.3762637544680384,0.36434356144244395,,0.023840386051188878,,,,0.9992277348709919
example/hyperparams_opt/Hela/spec_similarity_type_ModifiedCosine,0.0,0.0,1.0,ModifiedCosine,N10325,0.2043812774419403,0.2043812774419403,0.19075585894581093,0.0,0.11293565821390758,0.13695545912241408,0.1277427250712799,0.930720665141063
example/hyperparams_opt/Hela/spec_similarity_type_ModifiedCosine,0.0,0.0,1.0,ModifiedCosine,N10448,0.42371333765398417,0.3965196979903196,0.38684094226152616,0.05438727932732912,0.05622990685004492,,0.1277427250712799,0.997961350832688
example/hyperparams_opt/Hela/spec_similarity_type_ModifiedCosine,0.0,0.0,1.0,ModifiedCosine,N10713,0.021856402707048524,0.01912435236866746,0.38684094226152616,0.005464100676762132,,,0.1277427250712799,0.9852281360342515
example/hyperparams_opt/Hela/spec_similarity_type_ModifiedCosine,0.0,0.0,1.0,ModifiedCosine,N10743,0.4228730337213676,0.40941107008289357,0.35356091953947466,0.02692392727694798,0.18101241526873085,,0.1277427250712799,0.9753695842990189
example/hyperparams_opt/Hela/spec_similarity_type_ModifiedCosine,0.0,0.0,1.0,ModifiedCosine,N10813,0.7781992124514057,0.6820750000456886,0.631483329973833,0.19224842481143434,0.2478992226212836,,0.1277427250712799,0.9874505553618277
example/hyperparams_opt/Hela/spec_similarity_type_ModifiedCosine,0.0,0.0,1.0,ModifiedCosine,N10937,0.24295447423663646,0.23395369422003542,0.23095343421450173,0.01800156003320208,0.04133822383759189,0.040116331755787465,0.046489972996658246,0.9970289790083579
example/hyperparams_opt/Hela/spec_similarity_type_ModifiedCosine,0.0,0.0,1.0,ModifiedCosine,N10951,0.43915174116992817,0.41047011272843137,0.3996587399848295,0.057363256882993596,0.06111574667230257,,0.046489972996658246,0.9978049070035214
example/hyperparams_opt/Hela/spec_similarity_type_ModifiedCosine,0.0,0.0,1.0,ModifiedCosine,N10978,0.33136111434847104,0.41047011272843137,0.3996587399848295,0.057363256882993596,0.06111574667230257,,0.046489972996658246,0.9978049070035214
example/hyperparams_opt/Hela/spec_similarity_type_ModifiedCosine,0.0,0.0,1.0,ModifiedCosine,N11103,0.4089347405584551,0.3947587160417355,0.3996587399848295,0.028352049033439075,,,0.046489972996658246,0.9990695706972956
example/hyperparams_opt/Hela/spec_similarity_type_ModifiedCosine,0.0,0.0,1.0,ModifiedCosine,N11463,0.2294040098554409,0.12221188734163314,0.3996587399848295,0.21438424502761552,,,0.046489972996658246,0.333172962141973
example/hyperparams_opt/Hela/spec_similarity_type_ModifiedCosine,0.0,0.0,1.0,ModifiedCosine,N11510,0.116779410232503,0.116779410232503,0.3996587399848295,0.0,,,0.046489972996658246,1.0
example/hyperparams_opt/Hela/spec_similarity_type_ModifiedCosine,0.0,0.0,1.0,ModifiedCosine,N11520,0.24509298513060315,0.24278515112626475,0.23035072077014407,0.004615668008676799,0.16978691803877494,0.21087101502312805,0.2146891985064924,0.8019142853034119
example/hyperparams_opt/Hela/spec_similarity_type_ModifiedCosine,0.0,0.0,1.0,ModifiedCosine,N11573,0.3104129374235525,0.177163426161136,0.23035072077014407,0.26649902252483304,,0.21087101502312805,0.2146891985064924,0.540570427675186
